"事务别名","名称","平均响应时间(ms)","总耗时(ms)","耗时百分比(%)","请求数","吞吐率(tps)","错误率(%)","错误数","慢次数","应用"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.html","3.621212","239","9.878636E-4","66","3.8194444E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/child.table.jquery.attachment.temp.html","URI/grcv5/resources/lib/hd/widget/child.table.jquery.attachment.temp.html","3.6166666","217","8.969305E-4","60","3.4722223E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.feedback.backlist.html","URI/grcv5/resources/lib/hd/widget/product.feedback.backlist.html","3.6153846","47","1.9426606E-4","13","7.523148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/listSearchBar.html","URI/grcv5/resources/lib/hd/widget/template/listSearchBar.html","3.5789473","204","8.4319734E-4","57","3.298611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.perform.feedback.planlist.html","URI/grcv5/resources/lib/hd/widget/product.perform.feedback.planlist.html","3.5666666","107","4.4226527E-4","30","1.7361112E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.edit.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.edit.list.tip.html","3.54717","188","7.7706424E-4","53","3.0671296E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.table/jquery.list.html","URI/grcv5/resources/plugins/jquery.table/jquery.list.html","3.5384614","138","5.7039823E-4","39","2.2569444E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.dropdownTree/jquery.dropdownTree.html","URI/grcv5/resources/plugins/jquery.dropdownTree/jquery.dropdownTree.html","3.5333333","106","4.3813197E-4","30","1.7361112E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.child.table.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.child.table.list.tip.html","3.528302","187","7.729309E-4","53","3.0671296E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jsviews/jsviews.min.js.map","URI/grcv5/resources/plugins/jsviews/jsviews.min.js.map","3.5","7","2.8933244E-5","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/GBK-EUC-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/GBK-EUC-H.bcmap","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictKeys.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictKeys.dwr","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/grcv5","URI/grcv5/grcv5","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/undefined","URI/grcv5/undefined","3.5","63","2.603992E-4","18","1.0416667E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.roleTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.roleTab.html","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.effectiveTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.effectiveTab.html","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserSelector.html","URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserSelector.html","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.ownerTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.ownerTab.html","3.5","7","2.8933244E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/product.opinion.jquery.attachment.html","URI/grcv5/resources/lib/hd/widget/template/product.opinion.jquery.attachment.html","3.491228","199","8.2253077E-4","57","3.298611E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachWps.list.html","URI/grcv5/resources/plugins/jqueryFileUpload/templete/jqueryAttachWps.list.html","3.4655173","201","8.307974E-4","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.feedback.backlist.html","URI/grcv5/resources/lib/hd/widget/product.feedback.backlist.html","3.4333334","103","4.25732E-4","30","1.7361112E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/product.edit.list.tip.html","URI/grcv5/resources/lib/hd/widget/product.edit.list.tip.html","3.4285715","120","4.959984E-4","35","2.0254629E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tab/jquery.tab.product.html","URI/grcv5/resources/plugins/jquery.tab/jquery.tab.product.html","3.4242425","113","4.670652E-4","33","1.9097222E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newbase.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newbase.html","3.3939395","224","9.258638E-4","66","3.8194444E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.collapse/jquery.collapse.html","URI/grcv5/resources/plugins/jquery.collapse/jquery.collapse.html","3.3714285","118","4.877318E-4","35","2.0254629E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.token.verification} (POST)","SpringController/${url.rest.token.verification} (POST)","3.3541508","4404","0.018203143","1313","0.0075983796","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.html","3.3414633","137","5.662649E-4","41","2.3726851E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/contractTempSearchTemplate.html","URI/grcv5/resources/product/contractTempSearchTemplate.html","3.3333333","10","4.1333205E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.token.verification} (POST)","SpringController/${url.rest.token.verification} (POST)","3.3274853","1707","0.007055578","513","0.00296875","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newbase.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirm.newbase.html","3.326087","153","6.32398E-4","46","2.6620372E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirmContent.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirmContent.html","3.3181818","146","6.034648E-4","44","2.5462962E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.table/jquery.table.html","URI/grcv5/resources/plugins/jquery.table/jquery.table.html","3.3076923","129","5.3319836E-4","39","2.2569444E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/tokenService.create.dwr","URI/grcv5/dwr/call/plaincall/tokenService.create.dwr","3.28","82","3.3893227E-4","25","1.4467593E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/template/listSearchBar.html","URI/grcv5/resources/lib/hd/widget/template/listSearchBar.html","3.2777777","118","4.877318E-4","36","2.0833334E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.tip/jquery.confirmContent.html","URI/grcv5/resources/plugins/jquery.tip/jquery.confirmContent.html","3.2575758","215","8.8866387E-4","66","3.8194444E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idDecrypt.dwr","URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idDecrypt.dwr","3.235294","550","0.0022733263","170","9.837963E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idDecrypt.dwr","URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idDecrypt.dwr","3.2254198","1345","0.005559316","417","0.0024131944","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getDictFlag.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getDictFlag.dwr","3.152","394","0.0016285282","125","7.233796E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/tokenService.create.dwr","URI/grcv5/dwr/call/plaincall/tokenService.create.dwr","3.125","25","1.0333301E-4","8","4.6296296E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idEncrypt.dwr","URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idEncrypt.dwr","3.089121","70364","0.29083696","22778","0.13181713","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idEncrypt.dwr","URI/grcv5/dwr/call/plaincall/dwrProuductUpUserService.idEncrypt.dwr","3.0136924","99705","0.4121127","33084","0.19145833","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/admin/flowNew/flowPropertyLineActor.html","URI/grcv5/resources/template/admin/flowNew/flowPropertyLineActor.html","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/grcv5","URI/grcv5/grcv5","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/switchUserService.canSwitch.dwr","URI/grcv5/dwr/call/plaincall/switchUserService.canSwitch.dwr","3.0","12","4.9599847E-5","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.roleTab.html","URI/grcv5/resources/plugins/jquery.roleSetting/jquery.roleSetting.roleTab.html","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/switchUserService.canSwitch.dwr","URI/grcv5/dwr/call/plaincall/switchUserService.canSwitch.dwr","3.0","12","4.9599847E-5","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/user/userEditor.html","URI/grcv5/resources/template/user/userEditor.html","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/switchUserService.getAppUrlByGroupId.dwr","URI/grcv5/dwr/call/plaincall/switchUserService.getAppUrlByGroupId.dwr","3.0","30","1.239996E-4","10","5.787037E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/flow-mobile/v1/user-tasks/processed","URI/grcv5/api/flow-mobile/v1/user-tasks/processed","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/admin/flowNew/flowFormPropertySelectedPage.html","URI/grcv5/resources/template/admin/flowNew/flowFormPropertySelectedPage.html","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/flowDesignService.unlockFlow.dwr","URI/grcv5/dwr/call/plaincall/flowDesignService.unlockFlow.dwr","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserSelector.html","URI/grcv5/resources/plugins/jquery.roleUserSelector/jquery.roleUserSelector.html","3.0","3","1.2399962E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.login.ott.txt}","SpringController/${url.bpm.login.ott.txt}","3.0","12","4.9599847E-5","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getDictFlag.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getDictFlag.dwr","2.9714286","104","4.2986532E-4","35","2.0254629E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/__System.generateId.dwr","URI/grcv5/dwr/call/plaincall/__System.generateId.dwr","2.8421052","540","0.002231993","190","0.001099537","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/__System.generateId.dwr","URI/grcv5/dwr/call/plaincall/__System.generateId.dwr","2.7473683","261","0.0010787966","95","5.497685E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/rest/mobile/logout","URI/grcv5/rest/mobile/logout","2.7261906","458","0.0018930607","168","9.7222225E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/switchUserService.getAppUrlByGroupId.dwr","URI/grcv5/dwr/call/plaincall/switchUserService.getAppUrlByGroupId.dwr","2.68","67","2.7693246E-4","25","1.4467593E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/rest/mobile/logout","URI/grcv5/rest/mobile/logout","2.1480362","711","0.0029387907","331","0.0019155092","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx//update/update.xml","URI/grcv5/resources/lib/hd/widget/indidocx//update/update.xml","1.5","3","1.2399962E-5","2","1.1574074E-5","100.0","2","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/mobile/v1/common-mobile/userInfos","URI/grcv5/api/mobile/v1/common-mobile/userInfos","1.5","3","1.2399962E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/WebReport/ReportServer","URI/WebReport/ReportServer","1.0","2","8.266641E-6","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/mobile/v1/common-mobile/getCommonOpinion/*","URI/grcv5/api/mobile/v1/common-mobile/getCommonOpinion/*","1.0","1","4.1333205E-6","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/flow-mobile/v1/process-drive/task-candidate-infos","URI/grcv5/api/flow-mobile/v1/process-drive/task-candidate-infos","1.0","2","8.266641E-6","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/flow-mobile/v1/task-form-process/todo-pages/*","URI/grcv5/api/flow-mobile/v1/task-form-process/todo-pages/*","1.0","3","1.2399962E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx//update/update.xml","URI/grcv5/resources/lib/hd/widget/indidocx//update/update.xml","1.0","1","4.1333205E-6","1","5.787037E-6","100.0","1","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/flow-mobile/v1/process-drive/task/dispatch","URI/grcv5/api/flow-mobile/v1/process-drive/task/dispatch","1.0","1","4.1333205E-6","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/mobile/v1/common-mobile/getCommonOpinion/*","URI/grcv5/api/mobile/v1/common-mobile/getCommonOpinion/*","1.0","1","4.1333205E-6","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/api/flow-mobile/v1/task-form-process/todo-pages/*","URI/grcv5/api/flow-mobile/v1/task-form-process/todo-pages/*","1.0","2","8.266641E-6","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/logout","URI/grcv5/logout","0.9","18","7.4399766E-5","20","1.1574074E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/cleanOfficeCacheByKey","SpringController/cleanOfficeCacheByKey","0.16666667","68","2.810658E-4","408","0.002361111","0.0","0","0","fawucn.keking.ServerMain"
"URI/zabbix","URI/zabbix","0.0","0","0.0","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/favicon.ico","URI/favicon.ico","0.0","0","0.0","190","0.001099537","100.0","190","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv56019200","URI/grcv56019200","0.0","0","0.0","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/v2/swagger.json","URI/v2/swagger.json","0.0","0","0.0","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
"URI/v3/api-docs","URI/v3/api-docs","0.0","0","0.0","1","5.787037E-6","100.0","1","0","org.springframework.boot.loader.WarLauncher"
"URI/swagger-resources","URI/swagger-resources","0.0","0","0.0","1","5.787037E-6","100.0","1","0","org.springframework.boot.loader.WarLauncher"
"URI/resources/plugins/jquery.seniorSelector.user/locale/jquery.seniorSelector.user-lang-zh_CN.js","URI/resources/plugins/jquery.seniorSelector.user/locale/jquery.seniorSelector.user-lang-zh_CN.js","0.0","0","0.0","26","1.5046296E-4","100.0","26","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/gateway/error/","URI/gateway/error/","0.0","0","0.0","1","5.787037E-6","100.0","1","0","org.springframework.boot.loader.WarLauncher"
"URI/phpmyadmin/","URI/phpmyadmin/","0.0","0","0.0","2","1.1574074E-5","100.0","2","0","org.springframework.boot.loader.WarLauncher"
